cct,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR1132N,-10,5,-15,-15,-6,0,-5,0,4,-2,-2,-2,-5,4,-5,-10,-1,6,-5,-3,4
32DPR0177C,-20,27,-17,32,1,2,5,-11,-4,-12,2,-8,1,2,6,2,-19,-1,11,4,0
32DPR0925P,19,2,6,-30,-5,8,-15,4,-2,8,-12,1,-1,-1,-4,-28,-4,-5,-1,-9,23
32DPR1398U,-14,-3,-9,0,-1,2,-1,-3,2,-5,-4,-4,7,-1,-6,1,10,-11,1,1,1
32DPR1483R,-5,-4,-3,-3,-1,8,-3,-15,0,7,1,5,-3,-2,-6,-1,0,-2,2,2,3
32DPR1023G,-19,-7,0,-11,0,2,-1,6,18,-8,1,6,8,16,-16,-6,-3,7,-8,-12,-7
32DPR2269G,24,-3,-16,20,-7,-2,-1,3,5,-3,5,1,-2,1,-2,7,-4,4,-9,10,-9
32DPR0152U,1,2,-3,-1,-7,-11,2,6,-1,5,-2,4,-4,-8,-5,-2,1,-1,1,-14,7
32DPR0901F,-4,9,23,-16,23,-17,-12,9,-6,4,-8,-1,-23,3,-10,6,8,-3,9,-3,15
32DPR1374K,-2,-21,-5,-12,2,-2,-2,-1,-3,8,1,5,-2,5,-11,-1,4,5,-5,-8,-1
32DPR2108U,-7,-13,-7,0,1,-3,0,2,-4,8,7,7,-9,5,-5,-9,-1,-1,4,-2,-3
32EPR0042N,-29,-14,-2,-3,-5,24,-2,20,10,-11,-8,-8,-12,-6,-13,14,29,3,-5,15,18
32DPR1237H,-10,-9,0,-8,-5,-11,-13,1,-2,3,-3,0,-6,-2,2,1,5,-7,3,13,-7
32DPR0450T,2,-4,-5,3,2,-14,-3,0,-1,0,-1,-1,5,-1,-3,0,2,3,0,-6,-1
32DPR0365W,3,1,-5,0,-2,-13,-3,-2,0,6,1,4,-5,0,2,1,5,-8,-2,-3,-1
32DPR0692Q,-2,3,-6,1,-2,-1,1,2,1,0,0,0,-8,5,0,-1,2,20,1,8,-3
32DPR0498M,-19,-10,-28,-13,-17,-16,-8,0,7,-26,28,-10,42,13,-30,60,-10,7,-29,34,18
32DPR0256P,3,-19,-31,-5,7,4,0,-4,5,12,5,9,-22,13,3,10,5,-1,-7,23,1
32DPR2435O,-28,19,0,25,1,17,36,28,74,55,-2,40,-3,1,16,2,-5,-10,5,2,3
32DPR0341M,3,5,-6,-6,-2,4,-5,9,-6,1,-5,-1,-8,-7,-2,-3,1,2,-3,-5,4
32DPR0583J,-2,1,3,14,1,-2,2,-5,-3,-4,1,-4,3,-7,10,0,-3,-5,1,1,3
32DPR1103S,-7,2,4,-11,29,-3,-1,12,0,1,-4,-1,-12,-1,1,17,7,13,-2,-3,7
32DPR1018V,-9,-4,-16,-3,22,-15,1,6,-6,-7,-1,0,27,2,-4,9,7,25,18,0,15
32DPR1696T,-10,-4,-1,0,8,-5,-8,-1,1,-1,4,0,4,4,-3,-1,1,2,-5,-1,2
32DPR0475B,-18,-10,5,-10,-9,-3,8,31,-14,25,19,18,16,-13,16,-18,3,-8,-14,6,-9
32DPR0148H,-11,2,-1,-6,-2,-12,3,-5,-4,4,-4,0,4,-5,3,-8,2,7,6,5,-1
32DPR0233E,-22,-23,-9,5,-3,8,-17,-3,-4,-19,1,-8,7,6,-17,-2,15,-5,3,7,3
32DPR1369Z,-7,0,-1,0,-4,-2,1,-4,-3,-2,-1,-3,4,2,-3,2,-1,-4,-1,2,-2
32DPR1454W,-4,-4,0,-4,-7,-10,-5,-9,-8,3,5,5,7,2,-9,9,-10,2,3,9,-13
32DPR1672J,-9,-6,2,1,3,2,1,0,-4,-2,1,-2,-9,3,-1,0,3,-4,6,0,-4
32EPR0151U,-15,-40,-30,-24,13,-2,-7,16,14,-15,-20,7,-13,-1,12,-11,-12,-10,-6,-10,-2
32DPR2327G,-8,-17,2,-7,-20,-39,4,1,-16,12,7,7,9,4,-8,12,12,4,13,-8,16
32DPR0039A,-1,2,-5,0,-3,-3,-2,0,2,-5,-1,-2,1,3,-8,2,-2,-3,-1,-3,4
32DPR1345P,3,-14,30,-29,7,0,33,-4,19,-10,1,11,11,5,14,21,-12,-14,-9,3,0
32DPR1430M,-1,4,-2,6,-4,-9,2,2,5,-4,-3,-3,-4,2,3,-1,7,-2,-2,-1,3
32DPR0013T,3,3,-4,6,2,5,-3,-3,-3,0,0,0,-11,1,-4,-2,1,3,-1,-2,-2
32DPR0919E,-5,14,-19,0,-13,16,18,-9,44,12,1,20,-34,4,-24,9,-7,10,0,-4,-22
32EPR0152T,-5,-12,-21,-44,15,-20,14,-6,17,18,-8,6,45,11,3,26,3,4,-28,4,2
32DPR1236I,-4,-1,-9,0,1,8,3,1,8,0,-3,4,-6,-2,-14,-1,6,9,-8,-4,12
32DPR1321F,-38,19,-14,6,-6,-14,-25,-5,0,0,54,53,-51,-24,-6,-5,5,10,-1,4,1
32DPR1453X,-9,-15,-17,2,-4,-4,-2,1,0,1,-10,-1,0,-8,1,5,10,-8,5,4,1
32DPR0582K,0,0,-13,3,-2,-2,4,-6,0,-2,1,-3,8,-1,-1,-1,1,0,-1,-1,-1
32DPR0231G,1,7,6,-6,9,-1,2,-2,-4,3,1,0,18,-1,-4,-4,-10,12,10,-3,-1
32DPR0146J,-13,21,-5,-21,11,-41,-12,-6,24,14,-6,15,19,11,-14,16,3,17,-21,-8,9
32DPR2436N,-4,-3,3,-8,19,1,-19,-4,14,-8,-2,3,23,1,0,11,-10,-2,-4,-12,13
32EPR0043M,1,6,0,4,27,9,13,44,-25,9,-6,4,-11,-1,27,18,37,9,8,-29,13
32DPR0497N,-7,-15,-18,-15,1,0,2,2,3,-6,18,-6,-1,-2,-12,16,4,-1,10,0,10
32DPR0809Z,-6,-9,-1,-9,-5,-6,2,-1,-2,-7,7,-5,14,5,5,0,0,4,-2,-8,-4
32DPR0474C,-2,0,-2,0,-4,-1,0,-4,-1,-1,-4,-1,2,1,1,-1,2,-3,-2,1,-5
32DPR0389F,3,-2,-8,-3,10,9,18,-7,-8,20,-3,-1,3,4,8,-16,-10,-3,-9,0,-9
32DPR1344Q,-8,-4,-1,-10,-14,0,-1,-4,-9,8,-1,4,1,14,1,4,1,1,-1,-5,-4
32DPR1102T,-10,1,-1,2,0,-6,13,8,3,10,-4,5,-9,23,1,6,5,-3,32,-3,-21
32DPR1017W,8,3,-34,-13,-2,-6,-22,3,-11,-3,6,6,6,10,-8,-11,8,9,15,6,-2
32DPR0232F,10,-12,-27,-9,5,-3,-2,11,-8,4,26,26,-31,-17,1,6,-2,4,3,-8,-8
32DPR0147I,0,-26,0,-26,-4,-4,0,-16,-12,5,9,9,-3,-3,-8,-30,-5,10,-2,10,-3
32DPR1695U,-5,-13,-15,0,1,-4,-3,-3,17,-3,12,2,-21,4,-6,-3,-4,5,3,-5,-6
32EPR0020B,-29,-1,-8,-7,-17,-26,-7,-2,22,-5,3,8,6,-7,-20,24,4,13,5,4,4
32DPR0122Z,-2,-4,-22,19,-22,8,-11,-6,3,-9,-10,-10,-1,-5,1,-2,15,-11,4,-1,-2
32DPR1320G,-10,-8,6,4,-17,1,-1,-2,-2,0,12,12,-14,2,3,4,-4,2,-1,-10,-3
32DPR1235J,-8,-14,-11,6,-19,-16,-6,12,8,-1,-5,8,2,-1,-2,3,-3,3,-3,3,1
32DPR0364X,-25,-1,-23,-10,-29,14,-5,3,17,-6,4,7,-25,-7,-14,2,-8,13,-11,-4,5
32DPR2328F,-4,-5,-3,8,-13,8,0,-2,-6,2,7,7,-15,2,2,-8,6,-2,-2,1,0
32DPR1671K,-6,3,16,3,1,-7,-8,4,-22,-3,14,-8,18,26,1,25,-4,-7,6,1,4
32DPR0169U,-1,-4,6,1,-3,-9,-11,-2,-4,-6,3,-8,9,-3,-14,-8,-5,-6,-5,7,4
32DPR1126C,-1,1,-4,1,0,2,3,-1,3,-3,-4,-4,10,-4,1,-2,0,5,-8,4,1
32DPR0254R,-3,-6,-6,-19,-2,-10,-6,5,6,-7,-4,0,-6,2,2,3,0,2,18,-6,6
32DPR0918F,-20,-18,32,28,51,21,15,45,21,-6,17,1,-40,-22,-8,-18,-9,-11,12,14,12
32DPR0690S,-8,-3,-1,-4,0,-2,1,-9,-7,-5,1,-5,15,-5,-9,9,-6,-1,-8,1,-4
32DPR0012U,4,8,2,0,1,-1,-3,0,2,-6,1,-2,-9,-6,-13,2,-2,0,5,6,4
32DPR1477G,-1,-12,4,2,-2,3,-5,2,2,-7,-2,-6,7,-4,0,-1,2,-6,0,0,3
32DPR2437M,-4,10,-5,-1,1,4,1,-6,-2,5,-1,-1,2,-1,2,-2,0,0,2,-2,-3
32DPR0145K,-3,4,-3,-6,-5,-1,0,-5,-5,2,0,0,-11,-2,-11,-3,5,-1,-3,3,2
32DPR0230H,4,-18,-7,-12,-6,-1,-9,-20,2,14,0,9,-30,8,-27,-8,8,116,0,19,1
32DPR1452Y,-10,1,1,-7,0,-1,1,-1,-2,3,3,3,4,-2,-5,1,2,-6,0,12,-4
32DPR0496O,67,-20,10,-3,12,4,28,20,-38,24,26,26,-41,-21,-23,-44,-18,10,-17,2,-18
32DPR2304W,-4,1,0,-2,0,16,-4,-14,18,-18,1,-3,10,0,29,0,-32,-8,29,0,7
32DPR0808Z,-11,-8,0,-3,2,-1,-2,-6,0,-3,-5,-3,5,1,-2,1,0,1,-2,-1,0
32DPR2329E,-2,-4,0,2,4,2,1,-4,-5,1,0,-3,3,-1,0,1,0,-2,-2,-1,2
32DPR0037C,1,-2,2,-3,-5,2,-2,0,-12,-3,-1,-6,1,-8,-3,-3,-3,4,2,0,4
32DPR1258U,-5,5,0,0,1,3,-4,-1,0,-7,8,-3,-3,7,-3,0,4,-12,1,5,-1
32DPR1343R,8,4,-4,-13,5,-1,-18,-7,2,1,-11,-5,12,-3,-2,2,5,-1,-2,8,1
32DPR1016X,-10,-8,-5,-12,-5,-3,-6,-3,15,-1,-1,-1,12,-1,-16,-2,7,-8,1,15,-2
32DPR1101U,4,1,-4,-13,-24,42,-27,14,-10,-4,3,-7,18,4,12,7,8,-5,14,-4,2
32DPR0473D,0,-22,2,-5,-10,-14,-7,-5,-7,2,15,14,-13,-7,2,0,3,-3,0,-5,5
32DPR0388G,2,-13,0,1,-17,-1,-2,-2,5,3,-3,1,0,-6,1,1,2,1,-3,1,-3
32DPR0363Y,-23,-5,10,-9,-1,-12,4,-18,5,-2,-1,-1,-4,10,-15,0,7,-4,4,4,6
32DPR1149N,1,-9,7,-5,0,11,0,-2,-2,1,1,1,-18,2,3,-5,-1,0,-3,-5,-5
32DPR1670L,-12,0,-6,3,11,11,11,-3,22,19,-5,13,-10,-7,0,5,0,-1,3,-10,-11
32DPR2414B,10,32,32,24,19,42,41,35,3,22,20,12,43,-2,-33,11,11,-17,7,19,-12
32EPR0041O,8,-25,-53,-49,5,-29,-15,6,-3,-1,-49,-11,-23,-30,-61,-20,-23,-14,-31,29,4
32DPR0495P,-1,-3,0,-11,-1,-6,-14,-1,-2,0,-2,-1,2,2,-1,4,-1,0,-2,2,0
32DPR1210A,1,2,3,-10,57,15,26,11,3,49,17,13,-26,8,-29,-10,2,-2,5,14,-5
32DPR0580M,0,-3,-12,-2,5,-2,7,5,-2,4,4,4,-13,4,-2,1,-6,3,3,-5,3
32DPR0168V,4,-14,-10,1,-1,-14,6,-10,4,-4,-4,-4,-10,-1,-7,-1,5,-2,-3,3,-1
32DPR0386I,-9,-15,-12,-4,-2,-8,-6,7,0,-2,9,-1,0,-3,-1,-4,-3,-1,0,0,-1
32DPR0471F,-31,5,-63,-48,-5,-17,-10,17,-8,22,-27,3,-18,-32,-21,-28,-7,-15,-43,20,31
32DPR1693W,2,-4,-4,2,-14,15,4,-4,1,8,6,6,-9,-4,15,-29,-5,-2,0,0,-6
32DPR1451Z,-10,-5,4,-2,-2,2,-1,5,-3,2,0,0,-16,-4,-2,-2,-1,2,-2,6,1
32DPR0059O,-4,-3,-3,-7,-8,-2,5,-7,-4,-3,5,-6,7,1,0,4,2,-3,-1,3,-6
32DPR1367A,-12,-2,18,-10,-13,-65,-9,20,-13,13,-8,6,22,-31,-32,-19,-9,-2,-6,-16,0
32DPR0144L,-18,-4,32,-12,-16,22,-1,4,-8,12,5,-2,-14,-6,4,17,28,-18,8,-1,-3
32DPR0121A,0,-5,-13,3,-3,-4,1,2,9,14,2,9,-9,6,-3,-7,5,14,2,-9,5
32DPR0036D,-2,-24,-8,1,-3,-1,-4,5,9,2,4,6,-13,-7,-6,3,-1,8,0,1,-2
32DPR1584P,-7,-7,0,3,-7,-1,-10,-1,-3,-4,-4,-4,11,-1,5,0,-4,-5,4,2,-5
32DPR2439K,1,3,2,2,-6,-3,-5,-5,-2,2,-3,-4,4,1,2,1,0,-1,1,-2,1
32DPR0472E,3,-8,2,-6,4,1,3,4,3,-6,-1,-5,-6,2,-5,4,2,1,1,-3,-2
32DPR0387H,-3,8,-10,3,-6,8,-7,-49,2,-1,-2,-11,13,-11,-7,17,7,-4,2,8,4
32DPR1342S,3,-2,1,0,-6,-1,2,1,4,0,-3,0,-3,5,0,-13,-1,7,1,-1,4
32DPR1015Y,21,-8,-11,1,1,-16,-16,-10,-4,-3,3,3,-6,5,-12,0,3,1,3,-8,10
32DPR1100V,-18,2,-2,9,-5,1,-18,5,-5,11,-5,-4,27,-4,-4,4,-12,-20,1,-7,-4
32DPR1475I,-6,-2,3,-5,-1,-2,-3,1,-2,2,0,0,2,1,-1,-4,1,3,2,-3,-1
32DPR1560F,-14,0,-5,3,-4,-3,-1,2,3,-4,-1,-1,7,2,-5,3,1,-2,2,1,-3
32DPR1148O,1,-2,16,-21,2,14,3,14,16,1,17,8,-3,1,-10,5,-1,8,7,15,-15
32DPR2415A,-1,0,-2,0,2,0,-3,0,0,-2,1,-1,7,2,-7,-1,4,3,-2,-2,1
32DPR0278A,-2,4,-1,-5,0,-5,2,-1,-2,-7,1,-2,4,-5,0,-1,-2,2,4,-4,6
32DPR1233L,0,-17,-3,6,-5,2,4,-3,1,-3,2,0,-6,3,3,2,2,2,2,-3,-3
32DPR0917G,-1,-1,-1,-2,0,1,-1,1,-1,-20,0,-11,14,0,-1,4,-3,4,-5,1,-5
32DPR0563W,-1,15,33,-19,18,14,-8,6,11,5,10,4,-26,-16,-4,-2,-14,14,13,-1,-10
32DPR0212S,-5,-8,-12,-17,23,9,-12,-7,4,-5,-2,-1,10,4,-19,1,5,0,13,-3,3
32DPR0127V,-1,-2,8,0,-7,-4,8,-9,-7,0,-4,-7,-2,5,-7,-4,5,5,0,-1,1
32DPR0478Z,-13,2,-1,-2,-6,0,2,13,-13,8,-1,3,4,-1,4,3,-3,1,-1,-1,-10
32DPR0890Q,1,-3,0,0,9,0,-8,-1,3,1,11,4,-6,1,-11,-5,-2,3,10,4,2
32DPR1520E,7,-8,-7,5,-4,-9,2,1,-1,-5,5,-3,-6,-4,-1,-2,-1,12,4,9,-2
32DPR0018O,-14,-6,1,-5,-3,2,-11,-2,-8,10,7,7,-12,-6,-2,-1,-7,2,2,5,-1
32EPR0131G,4,-39,-8,-15,-5,-22,14,7,-44,0,-81,-27,18,4,-14,-10,-4,-7,-14,2,17
32DPR2346V,9,-8,6,2,-1,-1,-1,1,-9,0,-7,-3,9,1,-9,-10,4,-10,-15,9,9
32EPR0046J,-2,-24,-3,-6,-9,0,-4,-1,19,11,11,11,6,-9,-10,-4,15,1,19,0,3
32DPR1326A,-2,-15,0,-1,4,-3,-6,6,-1,-2,5,-2,18,0,0,5,-12,-6,3,-5,0
32DPR0369S,-2,5,-2,-15,-2,0,4,3,-3,5,0,1,0,-5,-5,-4,-2,3,1,2,-5
32DPR0781J,-9,3,0,-1,-14,-1,7,-5,0,-1,4,-2,5,-3,-7,-5,2,2,8,9,-4
32DPR1216V,-11,-5,-18,8,-1,2,0,3,29,-2,1,6,5,-14,-16,-9,10,-17,2,3,13
32DPR1301S,-3,-1,-6,0,-2,3,-1,0,-17,-1,-2,-7,7,6,-1,0,2,-2,3,0,-5
32DPR1652W,0,-9,-1,-10,-4,-4,-3,-3,6,-7,-1,-1,-3,5,-14,4,2,2,4,-4,4
32EPR0047I,-62,12,29,-15,9,6,34,13,-7,6,-15,-1,-9,-17,-5,0,-12,5,-11,0,-30
32DPR0019N,-7,-9,5,-8,-49,0,-16,25,-9,10,3,7,-20,-32,-21,-11,1,20,-11,-11,15
32DPR0431E,-3,6,15,4,1,-5,-6,10,0,-3,-23,-23,26,-1,4,4,-2,0,-1,1,-6
32DPR1870J,-1,-12,3,2,-15,-1,-1,-9,-15,-9,5,-8,3,8,0,4,-2,1,3,1,1
32EPR0022Z,-3,9,2,-1,-3,-12,16,6,4,5,7,7,-14,-11,-16,-28,20,-1,-2,3,-7
32DPR1107O,-2,2,3,1,-4,-1,-2,1,-1,1,0,0,3,-2,0,1,-3,-5,2,-1,-2
32DPR0321Z,0,0,0,-9,2,1,-8,-9,-1,0,-2,-1,0,2,-2,-4,11,0,-1,-2,3
32DPR0237A,-4,4,4,-4,-2,3,1,-3,1,2,0,-1,-4,4,-3,0,-2,2,1,-4,-4
32DPR0126W,-11,3,1,-2,-10,-5,2,3,10,-5,3,4,4,6,-17,11,6,-1,9,-1,-1
32DPR0211T,-1,-7,5,-9,-12,9,-3,-6,-4,-3,0,-6,8,-3,3,2,3,2,15,2,-6
32DPR2432R,9,32,21,9,20,29,47,32,27,37,3,37,-23,16,-31,7,1,2,-7,-10,-12
32DPR0368T,7,24,-18,-168,-22,11,22,-10,-10,24,32,32,-19,-3,-3,-32,31,0,-33,5,4
32DPR0453Q,-10,-8,5,3,1,-3,6,-5,9,0,-16,11,-16,-3,-10,3,-3,0,5,-3,1
32DPR0477Z,4,2,2,5,4,-12,20,9,-2,8,24,0,0,2,0,-23,-3,-7,5,0,18
32DPR1434I,-7,-2,-2,-6,-1,1,3,-5,-6,4,-21,-1,4,2,14,3,-2,-8,-2,0,0
32DPR0780K,2,-12,-1,0,-2,-2,0,18,-1,-4,3,3,-11,-3,-4,-3,3,3,0,-5,-5
32DPR0017P,-5,6,3,-6,-3,-5,-9,5,1,-8,1,-1,-5,2,-5,0,1,0,4,-1,4
32DPR0102M,-1,-3,1,0,-2,-1,1,-1,-1,1,-1,0,0,2,1,-2,-3,4,-1,0,0
32DPR0695N,-7,6,-6,-2,-8,-5,0,3,-12,1,12,12,-10,2,3,-7,11,1,-2,0,0
32DPR0259M,-12,-7,16,-12,-7,5,6,5,-8,-22,-3,-15,9,-2,1,2,1,1,1,1,0
32DPR0344J,-2,-8,-3,-1,0,4,-1,-8,4,-1,2,0,-2,1,10,-9,-4,6,1,-1,9
32EPR0156P,7,-18,21,-14,-16,-17,-31,-26,3,14,5,11,21,3,-13,17,-13,11,22,-24,7
32DPR2347U,-7,0,-3,-7,-18,-3,2,14,8,21,5,14,5,7,-18,23,22,2,6,-8,4
32DPR1325B,-2,-11,-2,2,2,-10,-4,4,-2,8,1,3,-4,1,-1,1,4,-2,0,5,-6
32DPR1300T,-6,-5,-15,-3,-19,6,-2,20,9,24,46,45,5,-7,35,-7,15,-1,9,0,-16
32DPR1215W,-38,-3,-9,11,6,13,-2,35,-34,-16,-13,-13,52,5,6,-25,-12,20,6,-5,-8
32DPR1566Z,2,-3,-3,2,-4,0,-7,-6,-9,8,7,7,-1,5,3,0,2,-1,2,1,-7
32DPR0430F,-5,-8,-13,3,8,-4,-2,-2,-5,-14,-5,-10,13,1,-11,-2,1,-1,3,-4,-1
32DPR0587F,-11,0,-7,0,2,-3,-4,1,2,-9,2,-3,0,-6,-16,-1,3,6,11,0,23
32EPR0133E,1,-4,4,-4,-13,-8,3,2,5,9,-9,5,-13,-4,-7,-5,-6,-4,2,-40,4
32DPR1348M,1,5,-24,5,-4,0,8,-10,9,1,4,2,13,-12,-18,-4,-2,35,9,33,14
32DPR1433J,-5,-1,-3,0,-2,-1,-1,1,-1,-1,1,-1,-1,0,2,-3,5,-2,-1,-1,2
32EPR0023Z,-6,3,-6,4,-13,11,10,-21,12,13,8,11,-20,-2,-16,-5,4,18,5,-4,21
32DPR0236B,-9,-12,-18,-6,-13,0,-6,6,-14,-8,2,-7,0,0,9,-1,-1,-4,0,5,-7
32DPR0562X,-14,-6,-30,32,-38,4,-4,-11,25,10,3,17,-20,-4,-11,8,-7,13,17,14,4
32DPR2433Q,11,36,3,29,11,26,14,-13,19,6,0,12,-36,-18,6,-4,-14,2,-1,3,10
32DPR0367U,-1,3,0,-1,-1,-2,-11,-1,1,-1,2,0,-4,1,-3,-8,1,5,-2,-2,1
32DPR1239F,-3,13,6,-2,-5,1,-4,2,4,-3,2,-3,3,-1,-5,-3,-2,-2,5,-15,-1
32EPR0153S,11,-22,10,-8,-7,-10,-2,-10,11,0,4,1,-2,5,-4,2,5,5,-8,9,-16
32DPR0125X,-8,-4,1,2,2,-1,7,-3,-2,-1,-2,-2,3,3,4,1,-1,-4,1,4,-4
32DPR0210U,-24,-10,-14,-11,-5,-14,6,-8,-9,5,13,12,-1,-25,19,14,13,19,0,20,-6
32DPR1675G,0,3,-5,-4,6,-6,-6,1,-5,25,-7,6,-14,1,4,7,13,13,-3,-9,4
32DPR0343K,1,-9,1,-4,-5,11,-6,5,2,2,-2,1,-9,-7,-8,-6,-1,9,7,-10,0
32DPR0694O,-4,-4,-1,0,2,5,-3,2,-3,0,7,-3,-6,-2,5,3,-4,1,1,0,-5
32EPR0044L,-11,-1,-32,-10,-23,4,19,2,2,29,19,25,6,-22,-3,-4,8,3,1,-6,-13
32DPR0016Q,-9,-10,0,-9,-1,4,-1,-11,-9,6,-1,3,2,-3,-2,1,0,7,-3,0,2
32DPR0101N,0,-4,-1,0,0,1,-1,-1,4,-1,-1,-1,4,2,-6,0,3,-3,-1,0,5
32DPR2348T,4,1,-13,-2,3,-3,-2,-1,0,2,0,1,-3,2,1,0,-3,-1,0,0,0
32DPR0671D,-17,-28,-7,-4,-2,1,-1,6,-2,-1,-5,2,-9,-3,-2,16,0,-1,3,-1,4
32DPR0586G,2,-2,-5,-2,-4,0,-4,-1,2,-2,2,-1,0,1,-1,1,-2,-1,2,2,-4
32DPR1456U,-1,-11,-5,1,1,1,0,1,-1,2,2,2,-4,-3,6,1,-8,-3,-1,5,-4
32DPR1214X,-5,-3,1,0,2,1,-3,-2,2,-2,-3,-3,5,5,-5,6,0,1,5,-7,-4
32DPR1432K,2,2,-5,0,-2,-2,3,-9,-15,1,1,1,-8,-1,-7,-9,1,0,-3,-1,0
32DPR1347N,18,-126,-18,-25,10,39,53,-1,-15,-8,10,-13,17,15,-4,-3,-5,23,6,-8,-3
32DPR1105Q,-11,-1,-3,-5,-5,-2,-7,3,7,-1,-6,0,3,0,-12,1,3,6,1,-6,-4
32DPR0561Y,0,-13,4,-5,2,-2,4,-10,-3,-1,-4,-6,-3,0,-4,0,12,2,0,-1,0
32EPR0069U,-11,-5,-4,-6,-11,4,1,-10,-4,-6,-4,-7,15,-1,-4,-8,22,-14,2,17,1
32DPR1238G,1,-3,1,-3,3,-2,1,1,5,-6,-1,-5,1,2,7,5,-3,-8,3,-5,-4
32DPR1323D,-4,-14,-4,-2,1,3,-1,-2,4,3,2,2,-10,-6,-1,6,4,9,13,-5,-7
32DPR0124Y,-1,2,-6,2,1,-1,-4,-2,-15,-1,-2,-7,20,-7,-6,3,-1,-11,18,3,-3
32DPR1674H,0,0,-3,3,-3,0,-1,-2,2,-12,6,-2,3,-1,3,-1,0,8,-6,-1,-1
32DPR0693P,-1,3,1,-2,-11,0,3,7,0,2,-2,5,-5,0,-2,3,-5,-1,-3,-4,8
32DPR0366V,4,-6,0,-1,-1,0,4,-3,-1,0,-5,-1,-7,2,1,-4,-1,0,8,-3,-3
32DPR0451S,-4,-4,-1,-1,-1,3,-1,-1,4,1,1,1,-12,-1,2,1,-5,-11,7,-4,2
32EPR0045K,-8,-17,-8,-6,-6,10,2,8,-1,-11,1,2,-15,-3,2,4,4,-1,-4,-3,-4
32DPR0499L,-2,6,-6,-13,-6,19,-20,8,14,-4,4,0,8,-7,-19,27,6,10,10,9,2
32DPR0584I,-7,4,1,-5,-5,0,1,-2,1,-2,-1,0,-6,2,-13,1,1,-3,5,3,-4
32DPR0100O,0,-2,3,2,-13,-3,0,-2,0,-2,0,-2,0,1,-1,5,1,1,0,-2,0
32DPR0015R,0,0,-6,-7,-2,7,-4,-10,8,0,-4,0,-4,-2,-3,-1,-5,-4,-6,2,2
32DPR2434P,6,32,0,-13,25,15,5,4,2,9,6,3,-4,13,10,25,-42,13,0,11,20
32DPR0342L,-6,-10,0,-3,2,-3,1,3,-6,1,-1,-3,7,-6,3,-1,0,3,-3,-1,2
32DPR0149G,2,-6,0,-7,2,-1,-2,-1,0,0,-2,-1,-8,-2,-3,-2,-2,-5,-1,4,-2
32DPR0234D,-1,-13,-2,-8,1,3,-3,8,4,0,-9,4,-13,-6,-10,3,13,-9,1,-5,-2
32DPR0585H,-2,-17,6,27,38,-16,18,-14,-7,1,-11,-3,-9,-25,3,12,3,12,-9,15,24
32DPR0670E,-4,-11,-4,1,-7,-3,1,-18,0,1,7,7,-8,-2,3,-12,15,4,-2,-1,-10
32DPR1697S,-1,2,-1,4,-4,3,1,-1,-5,-1,2,-2,1,3,1,-20,-1,1,1,3,-1
32DPR0560Z,-9,11,-21,-2,2,-5,-13,-14,-7,-7,0,-12,10,3,-5,-7,-6,5,-3,-5,-2
32DPR1673I,-5,3,-1,0,-8,-7,-2,1,-3,0,-2,-1,1,0,-3,-1,4,-3,3,-1,0
32DPR0476A,-3,6,-1,-3,-7,-4,-3,-5,6,-5,-5,-5,4,10,-1,-8,4,13,-2,-3,-6
32DPR1431L,-4,-1,-1,3,-2,-4,-1,-1,4,1,3,1,9,-9,-3,0,0,-2,3,-5,1
32DPR1346O,-3,2,1,4,-3,0,8,-5,-4,3,-1,-3,1,-1,-14,-2,6,-3,-4,0,5
32DPR1104R,15,2,-13,-9,-11,0,-6,-8,9,0,-12,-1,-2,9,0,-2,-1,7,-3,-2,-1
32DPR1019U,-5,-4,0,-2,1,-9,2,0,-4,0,0,0,-3,2,-5,-9,1,5,-3,-6,3
32DPR0410S,8,-6,-14,-2,-9,13,9,-1,0,5,-5,6,-12,8,11,7,9,-3,-4,-7,-15
32DPR0325V,2,0,-5,-4,1,5,-2,-5,-10,-8,-3,-9,-1,1,1,1,-6,5,1,8,0
32DPR0761W,-7,-4,-7,2,0,-1,1,-1,1,-7,-1,-5,7,5,-5,1,-3,1,0,-3,3
32DPR1960B,-14,-3,15,-2,8,6,0,6,-3,5,2,1,-3,4,7,-6,9,3,-2,0,-5
32DPR1306N,1,8,-1,-1,-2,1,3,-4,-3,3,-3,0,-7,2,1,2,5,-2,4,3,-3
32EPR0002M,-2,-17,-6,1,-8,10,2,12,1,17,4,9,-60,6,-39,-19,-3,28,16,-39,5
32DPR0652P,-2,-13,-19,-8,-16,-7,10,-4,12,-2,4,5,-1,6,-13,4,4,-6,1,3,12
32EPR0159M,1,-7,14,-13,10,-6,11,0,2,2,4,1,-1,4,7,-4,1,-15,3,0,-6
32DPR1439D,-2,-6,6,-2,-6,8,-13,12,0,0,8,0,-8,-9,-11,-3,-1,2,1,0,-2
32DPR2419X,16,16,17,26,50,45,-31,-26,9,0,18,-17,7,-4,-18,14,19,2,9,-9,-1
32DPR0544H,-5,-5,-14,-8,-5,-9,3,-3,-10,6,-25,2,-11,-1,2,5,2,4,4,6,-8
32DPR1414V,-6,5,-1,-6,0,2,-1,2,5,-4,8,0,-9,5,-9,-2,-4,-9,1,-4,1
32DPR0871B,-11,-17,-9,-11,-5,0,-2,-8,11,19,5,15,-3,16,-8,-12,10,-10,15,5,3
